UDN,PowerShares DB US Dollar Index Bearish,Worldwide Bond,PowerShares,2007-02-20
UDNT,PowerShares DB 3x Shrt US Dollar Fut ETN,Growth,PowerShares,2011-05-23
UDOW,ProShares UltraPro Dow30,Growth,ProShares,2010-02-09
UGA,United States Gasoline,Specialty - Natural Resources,United States Commodity Funds LLC,2008-02-26
UGE,ProShares Ultra Consumer Goods,Specialty - Unaligned,ProShares,2007-01-30
UGEM,EGShares Utilities GEMS ETF,Specialty - Utility,Emerging Global Advisors,2011-06-23
UGL,ProShares Ultra Gold,Specialty - Precious Metals,ProShares,2008-12-01
UHN,United States Heating Oil,Specialty - Natural Resources,United States Commodity Funds LLC,2008-04-09
UJB,ProShares Ultra High Yield,Growth,ProShares,2011-04-13
UKF,ProShares Ultra Russell1000 Growth,Growth,ProShares,2007-02-20
UKK,ProShares Ultra Russell2000 Growth,Small Company,ProShares,2007-02-20
UKW,ProShares Ultra Russell MidCap Growth,Growth,ProShares,2007-02-20
ULE,ProShares Ultra Euro,Worldwide Bond,ProShares,2008-11-24
UMDD,ProShares UltraPro MidCap400,Growth,ProShares,2010-02-09
UMX,ProShares Ultra MSCI Mexico,Foreign Stock,ProShares,2010-04-27
UNG,United States Natural Gas,Specialty - Natural Resources,United States Commodity Funds LLC,2007-04-18
UNL,United States 12 Month Natural Gas,Specialty - Natural Resources,United States Commodity Funds LLC,2009-11-18
UPRO,ProShares UltraPro S&P500,Growth,ProShares,2009-06-23
UPV,ProShares Ultra MSCI Europe,Europe Stock,ProShares,2010-04-27
UPW,ProShares Ultra Utilities,Specialty - Utility,ProShares,2007-01-30
URA,Global X Uranium ETF,Specialty - Natural Resources,Global X Funds,2010-11-04
URE,ProShares Ultra Real Estate,Specialty - Real Estate,ProShares,2007-01-30
URR,Market Vectors Double Long Euro ETN,Worldwide Bond,Morgan Stanley,2008-05-06
URTY,ProShares UltraPro Russell2000,Growth,ProShares,2010-02-09
USCI,United States Commodity Index,Specialty - Natural Resources,United States Commodity Funds LLC,2010-08-10
USD,ProShares Ultra Semiconductors,Specialty - Technology,ProShares,2007-01-30
USL,United States 12 Month Oil,Specialty - Natural Resources,United States Commodity Funds LLC,2007-12-06
USO,United States Oil,Specialty - Natural Resources,United States Commodity Funds LLC,2006-04-10
UST,ProShares Ultra 7-10 Year Treasury,Government Bond - Treasury,ProShares,2010-01-19
USV,UBS E-TRACS CMCI Silver TR ETN,Specialty - Precious Metals,UBS AG,2008-04-01
UTH,Utilities HOLDRS,Specialty - Utility,Merrill Lynch,2000-06-22
UUP,PowerShares DB US Dollar Index Bullish,Worldwide Bond,PowerShares,2007-02-20
UUPT,PowerShares DB 3x Long US Dollar Fut ETN,Growth,PowerShares,2011-05-23
UVG,ProShares Ultra Russell1000 Value,Growth,ProShares,2007-02-20
UVT,ProShares Ultra Russell2000 Value,Small Company,ProShares,2007-02-20
UVU,ProShares Ultra Russell MidCap Value,Growth,ProShares,2007-02-20
UWC,ProShares Ultra Russell3000,Growth,ProShares,2009-06-30
UWM,ProShares Ultra Russell2000,Small Company,ProShares,2007-01-23
UXI,ProShares Ultra Industrials,Specialty - Unaligned,ProShares,2007-01-30
UXJ,ProShares Ultra MSCI Pacific ex-Japan,Pacific Stock,ProShares,2010-04-27
UYG,ProShares Ultra Financials,Specialty - Financial,ProShares,2007-01-30
UYM,ProShares Ultra Basic Materials,Specialty - Natural Resources,ProShares,2007-01-30
VAW,Vanguard Materials ETF,Specialty - Natural Resources,Vanguard,2004-01-26
VB,Vanguard Small Cap Index Inv,Small Company,Vanguard,2004-01-26
VBK,Vanguard Small Cap Growth Index Inv,Small Company,Vanguard,2004-01-26
VBR,Vanguard Small Cap Value Index Inv,Small Company,Vanguard,2004-01-26
VCIT,Vanguard Interm-Tm Corp Bd Idx ETF,Corporate Bond - General,Vanguard,2009-11-19
VCLT,Vanguard Long-Term Corp Bond Idx Instl,Corporate Bond - General,Vanguard,2009-11-19
VCR,Vanguard Consumer Discretionary ETF,Specialty - Unaligned,Vanguard,2004-01-26
VCSH,Vanguard Short-Term Corp Bd Idx Instl,Corporate Bond - General,Vanguard,2009-11-19
VDC,Vanguard Consumer Staples ETF,Specialty - Unaligned,Vanguard,2004-01-26
VDE,Vanguard Energy ETF,Specialty - Natural Resources,Vanguard,2004-09-23
VEA,Vanguard Tax-Managed Intl Adm,Foreign Stock,Vanguard,2007-07-20
VEU,Vanguard FTSE All-World ex-US ETF,Foreign Stock,Vanguard,2007-03-02
VFH,Vanguard Financials ETF,Specialty - Financial,Vanguard,2004-01-26
VGEM,EGShares Consumer Services GEMS ETF,Diversified Emerging Markets,Emerging Global Advisors,2011-06-23
VGIT,Vanguard Interm-Tm Govt Bd Idx ETF,Government Bond - General,Vanguard,2009-11-19
VGK,Vanguard European Stock Index Inv,Europe Stock,Vanguard,2005-03-04
VGLT,Vanguard Long-Term Govt Bond Idx Instl,Government Bond - General,Vanguard,2009-11-19
VGSH,Vanguard Short-Term Govt Bd Idx ETF,Government Bond - General,Vanguard,2009-11-19
VGT,Vanguard Information Technology ETF,Specialty - Unaligned,Vanguard,2004-01-26
VHT,Vanguard Health Care ETF,Specialty - Health,Vanguard,2004-01-26
VIG,Vanguard Dividend Appreciation ETF,Equity-Income,Vanguard,2006-04-21
VIIX,VelocityShares Long VIX Short Term ETN,Growth,Credit Suisse AG,2010-11-29
VIIZ,VelocityShares Long VIX Medium Term ETN,Growth,Credit Suisse AG,2010-11-29
VIOG,Vanguard S&P Small-Cap 600 Gr Idx ETF,Growth and Income,Vanguard,2010-09-07
VIOO,Vanguard S&P Small-Cap 600 Index ETF,Growth and Income,Vanguard,2010-09-07
VIOV,Vanguard S&P Small-Cap 600 Value Idx ETF,Growth and Income,Vanguard,2010-09-07
VIS,Vanguard Industrials ETF,Specialty - Unaligned,Vanguard,2004-09-23
VIXM,ProShares VIX Mid-Term Futures ETF,Growth,ProShares,2011-01-03
VIXY,ProShares VIX Short-Term Futures ETF,Growth,ProShares,2011-01-03
VMBS,Vanguard Mortgage-Backed Sec Idx ETF,Government Bond - Mortgage,Vanguard,2009-11-19
VNM,Market Vectors Vietnam ETF,Diversified Emerging Markets,Van Eck,2009-08-11
VNQ,Vanguard REIT Index Inv,Specialty - Real Estate,Vanguard,2004-09-23
VNQI,Vanguard Global ex-US Rel Est Idx Inv,Specialty - Real Estate,Vanguard,2010-11-01
VO,Vanguard Mid Cap Index Ins,Growth,Vanguard,2004-01-26
VOE,Vanguard Mid-Cap Value ETF,Growth,Vanguard,2006-08-17
VONE,Vanguard Russell 1000 Index ETF,Growth,Vanguard,2010-09-20
VONG,Vanguard Russell 1000 Growth Index ETF,Growth,Vanguard,2010-09-20
VONV,Vanguard Russell 1000 Value Index ETF,Growth and Income,Vanguard,2010-09-20
VOO,Vanguard 500 Index Investor,Growth and Income,Vanguard,2010-09-07
VOOG,Vanguard S&P 500 Growth Index ETF,Growth and Income,Vanguard,2010-09-07
VOOV,Vanguard S&P 500 Value Index ETF,Growth and Income,Vanguard,2010-09-07
VOT,Vanguard Mid-Cap Growth ETF,Growth,Vanguard,2006-08-17
VOX,Vanguard Telecom Services ETF,Specialty - Communications,Vanguard,2004-09-23
VPL,Vanguard Pacific Stock Index Inv,Pacific Stock,Vanguard,2005-03-04
VPU,Vanguard Utilities ETF,Specialty - Utility,Vanguard,2004-01-26
VQT,Barclays S&P 500 Dynamic VEQTOR ETN,Growth,Barclays Bank PLC,2010-08-31
VRD,SPDR Nuveen S&P VRDO Municipal Bond,Municipal Bond - National,State Street Global Advisors,2009-09-23
VROM,Global X Auto ETF,Specialty - Unaligned,Global X Funds,2011-05-18
VSS,Vanguard FTSE All-Wld ex-US SmCp Idx Ins,Foreign Stock,Vanguard,2009-04-02
VT,Vanguard Total World Stock Index ETF,World Stock,Vanguard,2008-06-24
VTHR,Vanguard Russell 3000 Index ETF,Growth,Vanguard,2010-09-20
VTI,Vanguard Total Stock Mkt Idx Inv,Growth,Vanguard,2001-05-24
VTV,Vanguard Value Index Inv,Growth,Vanguard,2004-01-26
VTWG,Vanguard Russell 2000 Growth Index ETF,Small Company,Vanguard,2010-09-20
VTWO,Vanguard Russell 2000 Index ETF,Small Company,Vanguard,2010-09-20
VTWV,Vanguard Russell 2000 Value Index ETF,Small Company,Vanguard,2010-09-20
VUG,Vanguard Growth Index Inv,Growth,Vanguard,2004-01-26
VV,Vanguard Large Cap ETF,Growth,Vanguard,2004-01-27
VWO,Vanguard Emerging Mkts Stock Idx,Diversified Emerging Markets,Vanguard,2005-03-04
VXF,Vanguard Extended Market Idx Inv,Growth,Vanguard,2001-12-27
VXUS,Vanguard Total Intl Stock Index Inv,Foreign Stock,Vanguard,2011-01-26
VXX,iPath S&P 500 VIX Short-Term Futures ETN,Growth,iPath,2009-01-29
VXZ,iPath S&P 500 VIX Mid-Term Futures ETN,Growth,iPath,2009-01-29
VYM,Vanguard High Dividend Yield Indx ETF,Growth,Vanguard,2006-11-10
VZZB,iPath Long Enh S&P 500 VIX MT Fut ETN II,Growth,iPath,2011-07-08
WCAT,Jefferies TR/J CRB Wildcatters Exp? Eq,Specialty - Natural Resources,ALPS,2010-01-20
WDTI,WisdomTree Managed Futures,Growth and Income,WisdomTree Trust,2011-01-05
WEET,iPath Pure Beta Grains ETN,Specialty - Natural Resources,iPath,2011-04-20
WFVK,Wilshire 5000 Total Market ETF,Growth,Guggenheim Funds,2010-03-09
WIP,SPDR DB Intl Govt Infl-Protected Bond,Worldwide Bond,State Street Global Advisors,2008-03-13
WITE,ETFS Physical White Metals Basket Shares,Specialty - Precious Metals,ETF Securities Ltd,2010-12-01
WMCR,Wilshire Micro-Cap ETF,Small Company,Guggenheim Funds,2006-09-21
WMH,Wireless HOLDRS,Specialty - Communications,Merrill Lynch,2000-10-31
WMW,ELEMENTS Morningstar Wide Moat Focus ETN,Growth,Deutsche Bank AG,2007-10-17
WOOD,iShares S&P Global Timber & Forestry Idx,Specialty - Natural Resources,iShares,2008-06-24
WPS,iShares S&P Dev ex-US Property Index,Specialty - Real Estate,iShares,2007-07-30
WREI,Wilshire US REIT ETF,Specialty - Real Estate,Guggenheim Funds,2010-03-09
WSTE,Global X Waste Management ETF,Specialty - Unaligned,Global X Funds,2011-04-12
WXSP,Wilshire 4500 Completion ETF,Growth,Guggenheim Funds,2010-03-09
XBI,SPDR S&P Biotech,Specialty - Health,State Street Global Advisors,2006-01-31
XES,SPDR S&P Oil & Gas Equipment & Services,Specialty - Natural Resources,State Street Global Advisors,2006-06-19
XGC,Guggenheim International Small Cap LDRs,Growth,Guggenheim Funds,2007-04-02
XHB,SPDR S&P Homebuilders,Specialty - Real Estate,State Street Global Advisors,2006-01-31
XHE,SPDR S&P Health Care Equipment,Specialty - Health,State Street Global Advisors,2011-01-26
XIV,VelocityShares Daily Inverse VIX ST ETN,Growth,Credit Suisse AG,2010-11-29
XLB,Materials Select Sector SPDR,Specialty - Natural Resources,State Street Global Advisors,1998-12-16
XLE,Energy Select Sector SPDR,Specialty - Natural Resources,State Street Global Advisors,1998-12-16
XLF,Financial Select Sector SPDR,Specialty - Financial,State Street Global Advisors,1998-12-16
XLG,Rydex Russell Top 50,Growth,Rydex|SGI,2005-05-04
XLI,Industrial Select Sector SPDR,Specialty - Unaligned,State Street Global Advisors,1998-12-16
XLK,Technology Select Sector SPDR,Specialty - Technology,State Street Global Advisors,1998-12-16
XLP,Consumer Staples Select Sector SPDR,Specialty - Unaligned,State Street Global Advisors,1998-12-16
XLU,Utilities Select Sector SPDR,Specialty - Utility,State Street Global Advisors,1998-12-16
XLV,Health Care Select Sector SPDR,Specialty - Health,State Street Global Advisors,1998-12-16
XLY,Consumer Discret Select Sector SPDR,Specialty - Unaligned,State Street Global Advisors,1998-12-16
XME,SPDR S&P Metals & Mining,Specialty - Natural Resources,State Street Global Advisors,2006-06-19
XMPT,Market Vectors CEF Municipal Income ETF,Municipal Bond - National,Van Eck,2011-07-12
XOIL,Global X Oil Equities ETF,Specialty - Natural Resources,Global X Funds,2011-03-14
XOP,SPDR S&P Oil & Gas Exploration & Prod,Specialty - Natural Resources,State Street Global Advisors,2006-06-19
XPH,SPDR S&P Pharmaceuticals,Specialty - Health,State Street Global Advisors,2006-06-19
XPP,ProShares Ultra FTSE China 25,Pacific Stock,ProShares,2009-06-04
XRO,Guggenheim Sector Rotation,Growth,Guggenheim Funds,2006-09-21
XRT,SPDR S&P Retail,Specialty - Unaligned,State Street Global Advisors,2006-06-19
XSD,SPDR S&P Semiconductor,Specialty - Technology,State Street Global Advisors,2006-01-31
XTL,SPDR S&P Telecom,Specialty - Communications,State Street Global Advisors,2011-01-26
XTN,SPDR S&P Transportation,Specialty - Utility,State Street Global Advisors,2011-01-26
XVIX,UBS E-TRACS Daily Long-Short VIX ETN,Growth,UBS AG,2010-11-30
XVZ,iPath S&P 500 Dynamic VIX ETN,Growth,iPath,2011-08-17
XXV,iPath Inverse S&P 500 Vix S/T Fut ETN,Growth,iPath,2010-07-16
YANG,Direxion Daily China Bear 3X Shares,Pacific Stock,Direxion Funds,2009-12-03
YAO,Guggenheim China All-Cap,Pacific Stock,Guggenheim Funds,2009-10-19
YCL,ProShares Ultra Yen,Worldwide Bond,ProShares,2008-11-24
YCS,ProShares UltraShort Yen,Worldwide Bond,ProShares,2008-11-24
YINN,Direxion Daily China Bull 3X Shares,Pacific Stock,Direxion Funds,2009-12-03
YXI,ProShares Short FTSE China 25,Pacific Stock,ProShares,2010-03-16
ZIV,VelocityShares Daily Inverse VIX MT ETN,Growth,Credit Suisse AG,2010-11-29
ZROZ,PIMCO 25+ Yr Zero Cpn U.S. Trsy Idx ETF,Government Bond - Treasury,PIMCO,2009-10-30
ZSL,ProShares UltraShort Silver,Specialty - Precious Metals,ProShares,2008-12-01
