AADR,WCM/BNY Mellon Focused Growth ADR ETF,Foreign Stock,AdvisorShares,2010-07-20
AAXJ,iShares MSCI All Country Asia ex Jpn Idx,Diversified Emerging Markets,iShares,2008-08-13
ABCS,Guggenheim ABC High Dividend,Growth,Guggenheim Funds,2011-06-08
ACWI,iShares MSCI ACWI Index,World Stock,iShares,2008-03-26
ACWX,iShares MSCI ACWI ex US Index,Foreign Stock,iShares,2008-03-26
ADRA,BLDRS Asia 50 ADR Index,Pacific Stock,PowerShares,2002-11-13
ADRD,BLDRS Developed Markets 100 ADR Index,Foreign Stock,PowerShares,2002-11-13
ADRE,BLDRS Emerging Markets 50 ADR Index,Diversified Emerging Markets,PowerShares,2002-11-13
ADRU,BLDRS Europe 100 ADR Index,Europe Stock,PowerShares,2002-11-13
ADZ,PowerShares DB Agriculture Short ETN,Specialty - Natural Resources,PowerShares,2008-04-14
AFK,Market Vectors Africa Index ETF,Diversified Emerging Markets,Van Eck,2008-07-10
AGA,PowerShares DB Agriculture Dble Shrt ETN,Specialty - Natural Resources,PowerShares,2008-04-14
AGEM,EGShares GEMS Composite ETF,Diversified Emerging Markets,Emerging Global Advisors,2009-07-22
AGF,PowerShares DB Agriculture Long ETN,Specialty - Natural Resources,PowerShares,2008-04-14
AGG,iShares Barclays Aggregate Bond,Multisector Bond,iShares,2003-09-22
AGOL,ETFS Physical Asian Gold Shares,Specialty - Precious Metals,ETF Securities Ltd,2011-01-13
AGQ,ProShares Ultra Silver,Specialty - Precious Metals,ProShares,2008-12-01
AGRG,Russell Aggressive Growth ETF,Growth,Russell,2011-05-17
AGZ,iShares Barclays Agency Bond,Government Bond - General,iShares,2008-11-05
AIA,iShares S&P Asia 50 Index,Pacific Stock,iShares,2007-11-13
ALD,WisdomTree Asia Local Debt ETF,Worldwide Bond,WisdomTree Trust,2011-03-17
ALT,iShares Diversified Alternatives Trust,Multi-Asset Global,iShares,2009-10-06
ALUM,Global X Aluminum ETF,Specialty - Natural Resources,Global X Funds,2011-01-04
AMJ,JPMorgan Alerian MLP Index ETN,Specialty - Natural Resources,JPMorgan,2009-04-02
AMLP,ALPS Alerian MLP ETF,Specialty - Natural Resources,ALPS,2010-08-25
AND,Global X FTSE Andean 40 ETF,Foreign Stock,Global X Funds,2011-02-02
AOA,iShares S&P Aggressive Allocation,Asset Allocation,iShares,2008-11-04
AOK,iShares S&P Conservative Allocation,Asset Allocation,iShares,2008-11-04
AOM,iShares S&P Moderate Allocation,Asset Allocation,iShares,2008-11-04
AOR,iShares S&P Growth Allocation,Asset Allocation,iShares,2008-11-04
ARGT,Global X FTSE Argentina 20 ETF,Foreign Stock,Global X Funds,2011-03-02
ASEA,Global X FTSE ASEAN 40 ETF,Foreign Stock,Global X Funds,2011-02-16
AUSE,WisdomTree Australia Dividend,Pacific Stock,WisdomTree Trust,2006-06-16
AXDI,iShares MSCI ACWI ex US Cnsmr Dscrtn Idx,Specialty - Unaligned,iShares,2010-07-13
AXEN,iShares MSCI ACWI ex US Energy Index,Specialty - Natural Resources,iShares,2010-07-13
AXFN,iShares MSCI ACWI ex US Financials Index,Specialty - Financial,iShares,2010-01-20
AXHE,iShares MSCI ACWI ex US Health Care Idx,Specialty - Health,iShares,2010-07-13
AXID,iShares MSCI ACWI ex US Industrials Idx,Specialty - Unaligned,iShares,2010-07-13
AXIT,iShares MSCI ACWI ex US Info Tech Index,Specialty - Technology,iShares,2010-07-13
AXJL,WisdomTree Asia-Pacific ex-Japan,Pacific Stock,WisdomTree Trust,2006-06-16
AXMT,iShares MSCI ACWI ex US Materials Index,Specialty - Unaligned,iShares,2010-07-13
AXSL,iShares MSCI ACWI ex US Cnsmr Stpls Idx,Specialty - Unaligned,iShares,2010-07-13
AXTE,iShares MSCI ACWI ex US Telecom Svc Idx,Specialty - Communications,iShares,2010-07-13
AXUT,iShares MSCI ACWI ex US Utilities Index,Specialty - Utility,iShares,2010-07-13
AYT,Barclays GEMS Asia-8 ETN,Worldwide Bond,Barclays Bank PLC,2008-04-02
BAB,PowerShares Build America Bond,Municipal Bond - National,PowerShares,2009-11-17
BABS,SPDR Nuveen Barclays Cap Build Amer Bd,Municipal Bond - National,State Street Global Advisors,2010-05-12
BABZ,PIMCO Build America Bond Strategy ETF,Municipal Bond - National,PIMCO,2010-09-20
BAL,iPath DJ-UBS Cotton TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2008-06-24
BARN,Global X Farming ETF,Specialty - Unaligned,Global X Funds,2011-06-01
BBH,Biotech HOLDRS,Specialty - Health,Merrill Lynch,1999-11-22
BCM,iPath Pure Beta Broad Commodity ETN,Specialty - Natural Resources,iPath,2011-04-20
BDCL,UBS E-TRACS 2x Wells Fargo Bus Dv Cm ETN,Growth,UBS AG,2011-05-24
BDCS,UBS E-TRACS Wells Fargo Bus Dev Comp ETN,Growth,UBS AG,2011-04-27
BDD,PowerShares DB Base Metals Dble Long ETN,Specialty - Natural Resources,PowerShares,2008-06-16
BDG,PowerShares DB Base Metals Long ETN,Specialty - Natural Resources,PowerShares,2008-06-16
BDH,Broadband HOLDRS,Specialty - Communications,Merrill Lynch,2000-04-05
BGU,Direxion Daily Large Cap Bull 3X Shares,Growth,Direxion Funds,2008-11-05
BGZ,Direxion Daily Large Cap Bear 3X Shares,Growth,Direxion Funds,2008-11-05
BHH,B2B Internet HOLDRS,Specialty - Technology,Merrill Lynch,2000-02-23
BIB,ProShares Ultra Nasdaq Biotechnology,Specialty - Health,ProShares,2010-04-06
BICK,First Trust BICK Index,Foreign Stock,First Trust,2010-04-12
BIK,SPDR S&P BRIC 40,Diversified Emerging Markets,State Street Global Advisors,2007-06-19
BIL,SPDR Barclays Capital 1-3 Month T-Bill,Government Bond - Treasury,State Street Global Advisors,2007-05-25
BIS,ProShares UltraShort Nasdaq Biotech,Specialty - Health,ProShares,2010-04-06
BIV,Vanguard Interm-Term Bond Index Inv,Income,Vanguard,2007-04-03
BJK,Market Vectors Gaming ETF,Specialty - Unaligned,Van Eck,2008-01-22
BKF,iShares MSCI BRIC Index,Diversified Emerging Markets,iShares,2007-11-12
BKLN,PowerShares Senior Loan Port,Income,PowerShares,2011-03-03
BLNG,iPath Pure Beta Precious Metals ETN,Specialty - Precious Metals,iPath,2011-04-20
BLV,Vanguard Long-Term Bond Index Inv,Income,Vanguard,2007-04-03
BND,Vanguard Total Bond Market Index Inv,Income,Vanguard,2007-04-03
BNO,United States Brent Oil,Specialty - Natural Resources,United States Commodity Funds LLC,2010-06-02
BNZ,WisdomTree Dreyfus New Zealand Dollar,Worldwide Bond,WisdomTree Trust,2008-06-25
BOM,PowerShares DB Base Metals Dble Shrt ETN,Specialty - Natural Resources,PowerShares,2008-06-16
BONO,Market Vectors LatAm Aggregate Bond ETF,Diversified Emerging Markets,Van Eck,2011-05-11
BOS,PowerShares DB Base Metals Short ETN,Specialty - Natural Resources,PowerShares,2008-06-16
BRAF,Global X Brazil Financials ETF,Specialty - Financial,Global X Funds,2010-07-28
BRAQ,Global X Brazil Consumer ETF,Specialty - Unaligned,Global X Funds,2010-07-07
BRAZ,Global X Brazil Mid Cap ETF,Diversified Emerging Markets,Global X Funds,2010-06-21
BRF,Market Vectors Brazil Small-Cap ETF,Diversified Emerging Markets,Van Eck,2009-05-12
BRIL,Direxion Daily BRIC Bull 2X Shares,Foreign Stock,Direxion Funds,2010-03-11
BRIS,Direxion Daily BRIC Bear 2X Shares,Foreign Stock,Direxion Funds,2010-03-11
BRXX,EGShares Brazil Infrastructure,Foreign Stock,Emerging Global Advisors,2010-02-24
BSCB,Guggenheim BulletShares 2011 Corp Bond,Income,Guggenheim Funds,2010-06-07
BSCC,Guggenheim BulletShares 2012 Corp Bond,Income,Guggenheim Funds,2010-06-07
BSCD,Guggenheim BulletShares 2013 Corp Bond,Income,Guggenheim Funds,2010-06-07
BSCE,Guggenheim BulletShares 2014 Corp Bond,Income,Guggenheim Funds,2010-06-07
BSCF,Guggenheim BulletShares 2015 Corp Bond,Income,Guggenheim Funds,2010-06-07
BSCG,Guggenheim BulletShares 2016 Corp Bond,Income,Guggenheim Funds,2010-06-07
BSCH,Guggenheim BulletShares 2017 Corp Bond,Income,Guggenheim Funds,2010-06-07
BSJC,Guggenheim BulletShares 2012 HY Crp Bond,Income,Guggenheim Funds,2011-01-25
BSJD,Guggenheim BulletShares 2013 HY Crp Bond,Income,Guggenheim Funds,2011-01-25
BSJE,Guggenheim BulletShares 2014 HY Crp Bond,Income,Guggenheim Funds,2011-01-25
BSJF,Guggenheim BulletShares 2015 HY Crp Bond,Income,Guggenheim Funds,2011-01-25
BSV,Vanguard Short-Term Bond Index Inv,Income,Vanguard,2007-04-03
BUNL,PowerShares DB German Bund ETN,Worldwide Bond,PowerShares,2011-03-23
BUNT,PowerShares DB 3x German Bund ETN,Worldwide Bond,PowerShares,2011-03-23
BWV,iPath CBOE S&P 500 BuyWrite Index ETN,Growth,iPath,2007-05-22
BWX,SPDR Barclays Capital Intl Treasury Bond,Worldwide Bond,State Street Global Advisors,2007-10-02
BWZ,SPDR Barclays Cap S/T Intl Treasury Bond,Worldwide Bond,State Street Global Advisors,2009-01-15
BXDB,Barclays Short B Lvgd Inv S&P 500 TR ETN,Growth,Barclays Bank PLC,2009-11-17
BXDC,Barclays Short C Lvgd Inv S&P 500 TR ETN,Growth,Barclays Bank PLC,2009-11-17
BXUB,Barclays Long B Leveraged S&P 500 TR ETN,Growth,Barclays Bank PLC,2009-11-17
BXUC,Barclays Long C Leveraged S&P 500 TR ETN,Growth,Barclays Bank PLC,2009-11-17
BZF,WisdomTree Dreyfus Brazilian Real,Worldwide Bond,WisdomTree Trust,2008-05-14
BZQ,ProShares UltraShort MSCI Brazil,Foreign Stock,ProShares,2009-06-16
CAFE,iPath Pure Beta Coffee ETN,Specialty - Natural Resources,iPath,2011-04-20
CARZ,First Trust NASDAQ Global Auto Index,Specialty - Unaligned,First Trust,2011-05-09
CBND,SPDR Barclays Cap Issuer Scd Corp Bond,Growth,State Street Global Advisors,2011-04-06
CCX,WisdomTree Dreyfus Commodity Currency,Worldwide Bond,WisdomTree Trust,2010-09-24
CCXE,WisdomTree Commodity Country Equity,Specialty - Natural Resources,WisdomTree Trust,2006-10-13
CEW,WisdomTree Dreyfus Emerging Currency,Worldwide Bond,WisdomTree Trust,2009-05-06
CFT,iShares Barclays Credit Bond,Income,iShares,2007-01-05
CGW,Guggenheim S&P Global Water Index,Specialty - Natural Resources,Guggenheim Funds,2007-05-14
CHIB,Global X China Technology ETF,Specialty - Technology,Global X Funds,2009-12-09
CHIE,Global X China Energy ETF,Specialty - Natural Resources,Global X Funds,2009-12-16
CHII,Global X China Industrials ETF,Specialty - Unaligned,Global X Funds,2009-12-01
CHIM,Global X China Materials ETF,Specialty - Unaligned,Global X Funds,2010-01-14
CHIQ,Global X China Consumer ETF,Specialty - Unaligned,Global X Funds,2009-12-01
CHIX,Global X China Financials ETF,Specialty - Financial,Global X Funds,2009-12-11
CHOC,iPath Pure Beta Cocoa ETN,Specialty - Natural Resources,iPath,2011-04-20
CHXX,EGShares China Infrastructure,Foreign Stock,Emerging Global Advisors,2010-02-17
CIU,iShares Barclays Intermediate Credit Bd,Income,iShares,2007-01-05
CLY,iShares 10+ Year Credit Bond,Income,iShares,2009-12-08
CMD,ProShares UltraShort DJ-UBS Commodity,Specialty - Natural Resources,ProShares,2008-11-24
CMF,iShares S&P CA AMT-Free Municipal Bd,Municipal Bond - Single State,iShares,2007-10-04
CNDA,IQ Canada Small Cap ETF,Foreign Stock,IndexIQ,2010-03-23
CNPF,Global X Canada Preferred ETF,Equity-Income,Global X Funds,2011-05-23
CNTR,Russell Contrarian ETF,Growth,Russell,2011-05-17
CNY,Market Vectors Chinese Renminbi/USD ETN,Worldwide Bond,Morgan Stanley,2008-03-14
COLX,Market Vectors Colombia ETF,Foreign Stock,Van Eck,2011-03-14
CONG,Russell Consistent Growth ETF,Growth,Russell,2011-05-17
COPX,Global X Copper Miners ETF,Specialty - Natural Resources,Global X Funds,2010-04-20
CORN,Teucrium Corn,Specialty - Natural Resources,Teucrium,2010-06-09
CORP,PIMCO Investment Grade Corp Bd Index ETF,Corporate Bond - High Quality,PIMCO,2010-09-20
COW,iPath DJ-UBS Livestock TR Sub-Idx ETN,Specialty - Natural Resources,iPath,2007-10-23
COWL,Direxion Daily Agribusiness Bull 3X Shrs,Specialty - Natural Resources,Direxion Funds,2011-05-25
COWS,Direxion Daily Agribusiness Bear 3X Shrs,Specialty - Natural Resources,Direxion Funds,2011-05-25
CPI,IQ Real Return ETF,Income,IndexIQ,2009-10-27
CRBA,Jefferies TR/J CRB Global Agriculture Eq,Specialty - Natural Resources,ALPS,2009-10-27
CRBI,Jefferies TR/J CRB Global Ind Metals Eq,Specialty - Natural Resources,ALPS,2009-10-27
CRBQ,Jefferies TR/J CRB Global Commodity Eq,Specialty - Natural Resources,ALPS,2009-09-21
CROP,IQ Global Agribusiness Small Cap ETF,Specialty - Natural Resources,IndexIQ,2011-03-22
CRUD,Teucrium WTI Crude Oil,Specialty - Natural Resources,Teucrium,2011-02-23
CSD,Guggenheim Spin-Off,Growth,Guggenheim Funds,2006-12-15
CSJ,iShares Barclays 1-3 Year Credit Bond,Income,iShares,2007-01-05
CSLS,Credit Suisse Long/Short Liquid Idx ETN,Growth,Credit Suisse AG,2010-02-22
CSM,ProShares Credit Suisse 130/30,Growth,ProShares,2009-07-13
CSMA,Credit Suisse Merger Arbi Liquid Idx ETN,Growth,Credit Suisse AG,2010-10-01
CSMB,Credit Suisse 2X Merger Arbi Lqd Idx ETN,Growth,Credit Suisse AG,2011-03-07
CTNN,iPath Pure Beta Cotton ETN,Specialty - Natural Resources,iPath,2011-04-20
CU,First Trust ISE Global Copper Index,Specialty - Natural Resources,First Trust,2010-03-11
CUPM,iPath Pure Beta Copper ETN,Specialty - Natural Resources,iPath,2011-04-20
CURE,Direxion Daily Healthcare Bull 3X Shares,Specialty - Health,Direxion Funds,2011-06-15
CUT,Guggenheim Timber,Specialty - Natural Resources,Guggenheim Funds,2007-11-09
CVOL,C-Tracks Citi Volatility Index TR ETN,Growth,Citigroup,2010-11-12
CVRT,PowerShares Convertible Securities,Convertible Bond,PowerShares,2011-05-26
CVY,Guggenheim Multi-Asset Income,Growth,Guggenheim Funds,2006-09-21
CWB,SPDR Barclays Capital Convertible Secs,Convertible Bond,State Street Global Advisors,2009-04-14
CWI,SPDR MSCI ACWI (ex-US),Foreign Stock,State Street Global Advisors,2007-01-10
CXA,SPDR Nuveen Barclays Capital CA Muni Bd,Municipal Bond - Single State,State Street Global Advisors,2007-10-10
CYB,WisdomTree Dreyfus Chinese Yuan,Worldwide Bond,WisdomTree Trust,2008-05-14
CZA,Guggenheim Mid-Cap Core,Growth,Guggenheim Funds,2007-04-02
DAG,PowerShares DB Agriculture Dble Long ETN,Specialty - Natural Resources,PowerShares,2008-04-14
DBA,PowerShares DB Agriculture,Specialty - Natural Resources,PowerShares,2007-01-05
DBB,PowerShares DB Base Metals,Specialty - Natural Resources,PowerShares,2007-01-05
DBBR,DBX MSCI Brazil Hedged Equity ETF,Foreign Stock,Deutsche Bank,2011-06-09
DBC,PowerShares DB Commodity Index Tracking,Specialty - Natural Resources,PowerShares,2006-02-03
DBCN,DBX MSCI Canada Hedged Equity ETF,Foreign Stock,Deutsche Bank,2011-06-09
DBE,PowerShares DB Energy,Specialty - Natural Resources,PowerShares,2007-01-05
DBEF,DBX MSCI EAFE Hedged Equity ETF,World Stock,Deutsche Bank,2011-06-09
DBEM,DBX MSCI Emerging Mkts Hdgd Equity ETF,Diversified Emerging Markets,Deutsche Bank,2011-06-09
DBJP,DBX MSCI Japan Hedged Equity ETF,Pacific Stock,Deutsche Bank,2011-06-09
DBO,PowerShares DB Oil,Specialty - Natural Resources,PowerShares,2007-01-05
DBP,PowerShares DB Precious Metals,Specialty - Precious Metals,PowerShares,2007-01-05
DBS,PowerShares DB Silver,Specialty - Precious Metals,PowerShares,2007-01-05
DBU,WisdomTree Global ex-US Utilities,Specialty - Utility,WisdomTree Trust,2006-10-13
DBV,PowerShares DB G10 Currency Harvest,Worldwide Bond,PowerShares,2006-09-18
DCNG,iPath Seasonal Natural Gas ETN,Specialty - Natural Resources,iPath,2011-04-20
DDG,ProShares Short Oil & Gas,Specialty - Natural Resources,ProShares,2008-06-10
DDM,ProShares Ultra Dow30,Growth,ProShares,2006-06-19
DDP,PowerShares DB Commodity Short ETN,Specialty - Natural Resources,PowerShares,2008-04-28
DEE,PowerShares DB Commodity Dble Short ETN,Specialty - Natural Resources,PowerShares,2008-04-28
DEF,Guggenheim Defensive Equity,Growth,Guggenheim Funds,2006-12-15
DEM,WisdomTree Emerging Markets Equity Inc,Diversified Emerging Markets,WisdomTree Trust,2007-07-13
DENT,Dent Tactical ETF,Growth,AdvisorShares,2009-09-15
DES,WisdomTree SmallCap Dividend,Small Company,WisdomTree Trust,2006-06-16
DEW,WisdomTree Global Equity Income,Equity-Income,WisdomTree Trust,2006-06-16
DFE,WisdomTree Europe SmallCap Dividend,Europe Stock,WisdomTree Trust,2006-06-16
DFJ,WisdomTree Japan SmallCap Dividend,Pacific Stock,WisdomTree Trust,2006-06-16
DFVL,iPath US Treasury 5-year Bull ETN,Government Bond - Treasury,iPath,2011-07-11
DFVS,iPath US Treasury 5-year Bear ETN,Government Bond - Treasury,iPath,2011-07-11
DGL,PowerShares DB Gold,Specialty - Precious Metals,PowerShares,2007-01-05
DGP,PowerShares DB Gold Double Long ETN,Specialty - Precious Metals,PowerShares,2008-02-27
DGS,WisdomTree Emerging Mkts SmallCap Div,Diversified Emerging Markets,WisdomTree Trust,2007-10-30
DGT,SPDR DJ Global Titans,World Stock,State Street Global Advisors,2000-09-25
DGZ,PowerShares DB Gold Short ETN,Specialty - Precious Metals,PowerShares,2008-02-27
DHS,WisdomTree Equity Income,Growth and Income,WisdomTree Trust,2006-06-16
DIA,SPDR Dow Jones Industrial Average,Growth,State Street Global Advisors,1998-01-13
DIG,ProShares Ultra Oil & Gas,Specialty - Natural Resources,ProShares,2007-01-30
DIM,WisdomTree International MidCap Dividend,Foreign Stock,WisdomTree Trust,2006-06-16
DIRT,iPath Pure Beta Agriculture ETN,Specialty - Natural Resources,iPath,2011-04-20
DJCI,UBS E-TRACS DJ-UBS Commodity Idx TR ETN,Specialty - Natural Resources,UBS AG,2009-10-29
DJP,iPath DJ-UBS Commodity Index TR ETN,Specialty - Natural Resources,iPath,2006-06-06
DLBL,iPath US Treasury Long Bond Bull ETN,Government Bond - Treasury,iPath,2010-08-09
DLBS,iPath US Treasury Long Bond Bear ETN,Government Bond - Treasury,iPath,2010-08-09
DLN,WisdomTree LargeCap Dividend,Growth and Income,WisdomTree Trust,2006-06-16
DLS,WisdomTree International SmallCap Div,Foreign Stock,WisdomTree Trust,2006-06-16
DNL,WisdomTree Global ex-US Growth,Pacific Stock,WisdomTree Trust,2006-06-16
DNO,United States Short Oil,Specialty - Natural Resources,United States Commodity Funds LLC,2009-09-24
DOD,ELEMENTS DJ High Yield Select 10 ETN,Growth,Deutsche Bank AG,2007-11-07
DOG,ProShares Short Dow30,Growth,ProShares,2006-06-19
DOL,WisdomTree International LargeCap Div,Foreign Stock,WisdomTree Trust,2006-06-16
DON,WisdomTree MidCap Dividend,Growth and Income,WisdomTree Trust,2006-06-16
DOO,WisdomTree International Div ex-Finncls,Foreign Stock,WisdomTree Trust,2006-06-16
DPK,Direxion Daily Dev Mkts Bear 3X Shrs,World Stock,Direxion Funds,2008-12-17
DPU,PowerShares DB Commodity Long ETN,Specialty - Natural Resources,PowerShares,2008-04-28
DRN,Direxion Daily Real Estate Bull 3X Shrs,Specialty - Real Estate,Direxion Funds,2009-07-16
DRR,Market Vectors Double Short Euro ETN,Worldwide Bond,Morgan Stanley,2008-05-06
DRV,Direxion Daily Real Estate Bear 3X Shrs,Specialty - Real Estate,Direxion Funds,2009-07-16
DRW,WisdomTree Global ex-US Real Estate,Specialty - Real Estate,WisdomTree Trust,2007-06-05
DSI,iShares KLD 400 Social Index,Growth,iShares,2006-11-14
DSTJ,JPMorgan 2X Short US Long Trsy Fut ETN,Growth,JPMorgan,2010-10-04
DSXJ,JPMorgan 2X Short US 10 Yr Trsy Fut ETN,Growth,JPMorgan,2010-10-04
DTD,WisdomTree Total Dividend,Growth and Income,WisdomTree Trust,2006-06-16
DTH,WisdomTree DEFA Equity Income,Foreign Stock,WisdomTree Trust,2006-06-16
DTN,WisdomTree Dividend ex-Financials,Growth and Income,WisdomTree Trust,2006-06-16
DTO,PowerShares DB Crude Oil Dble Short ETN,Specialty - Natural Resources,PowerShares,2008-06-16
DTUL,iPath US Treasury 2-year Bull ETN,Government Bond - Treasury,iPath,2010-08-09
DTUS,iPath US Treasury 2-year Bear ETN,Government Bond - Treasury,iPath,2010-08-09
DTYL,iPath US Treasury 10-year Bull ETN,Government Bond - Treasury,iPath,2010-08-09
DTYS,iPath US Treasury 10-year Bear ETN,Government Bond - Treasury,iPath,2010-08-09
DUG,ProShares UltraShort Oil & Gas,Specialty - Natural Resources,ProShares,2007-01-30
DUST,Direxion Daily Gold Miners Bear 2X Shrs,Specialty - Precious Metals,Direxion Funds,2010-12-08
DVY,iShares Dow Jones Select Dividend Index,Growth and Income,iShares,2003-11-03
DWM,WisdomTree DEFA,Foreign Stock,WisdomTree Trust,2006-06-16
DWX,SPDR S&P International Dividend,Foreign Stock,State Street Global Advisors,2008-02-12
DXD,ProShares UltraShort Dow30,Growth,ProShares,2006-07-11
DXJ,WisdomTree Japan Hedged Equity,Pacific Stock,WisdomTree Trust,2006-06-16
DYY,PowerShares DB Commodity Dble Long ETN,Specialty - Natural Resources,PowerShares,2008-04-28
DZK,Direxion Daily Dev Mkts Bull 3X Shrs,Foreign Stock,Direxion Funds,2008-12-17
DZZ,PowerShares DB Gold Double Short ETN,Specialty - Precious Metals,PowerShares,2008-02-27
EAPS,Pax MSCI EAFE ESG Index ETF,Pacific Stock,Pax World,2011-01-27
EATX,Global X Food ETF,Specialty - Unaligned,Global X Funds,2011-05-02
EBND,SPDR Barclays Capital EM Local Bond ETF,Worldwide Bond,State Street Global Advisors,2011-02-23
ECH,iShares MSCI Chile Investable Mkt Idx,Diversified Emerging Markets,iShares,2007-11-12
ECNS,iShares MSCI China Small Cap Index,Pacific Stock,iShares,2010-09-28
ECON,EGShares Emerging Markets Consumer,Specialty - Unaligned,Emerging Global Advisors,2010-09-14
EDC,Direxion Daily Emrg Mkts Bull 3X Shares,Diversified Emerging Markets,Direxion Funds,2008-12-17
EDIV,SPDR S&P Emerging Markets Dividend ETF,Diversified Emerging Markets,State Street Global Advisors,2011-02-23
EDV,Vanguard Extended Dur Treas Idx Instl,Government Bond - Treasury,Vanguard,2007-12-06
EDZ,Direxion Daily Emrg Mkts Bear 3X Shares,Diversified Emerging Markets,Direxion Funds,2008-12-17
EEB,Guggenheim BRIC,Diversified Emerging Markets,Guggenheim Funds,2006-09-21
EEH,ELEMENTS SPECTRUM Lg Cap U.S. Sector ETN,Growth,Swedish Export Credit Corporation,2007-08-01
EEM,iShares MSCI Emerging Markets Index,Diversified Emerging Markets,iShares,2003-04-07
EEMS,iShares MSCI Emg Mkts Small Cap,Foreign Stock,iShares,2011-08-16
EEN,Guggenheim EW Euro-Pacific LDRs,Foreign Stock,Guggenheim Funds,2007-03-01
EES,WisdomTree SmallCap Earnings,Small Company,WisdomTree Trust,2007-02-23
EET,ProShares Ultra MSCI Emerging Markets,Diversified Emerging Markets,ProShares,2009-06-02
EEV,ProShares UltraShort MSCI Emerging Mkts,Diversified Emerging Markets,ProShares,2007-10-30
EFA,iShares MSCI EAFE Index,Foreign Stock,iShares,2001-08-14
EFG,iShares MSCI EAFE Growth Index,Foreign Stock,iShares,2005-08-01
EFO,ProShares Ultra MSCI EAFE,Foreign Stock,ProShares,2009-06-04
EFU,ProShares UltraShort MSCI EAFE,Foreign Stock,ProShares,2007-10-23
EFV,iShares MSCI EAFE Value Index,Foreign Stock,iShares,2005-08-01
EFZ,ProShares Short MSCI EAFE,Foreign Stock,ProShares,2007-10-23
EGPT,Market Vectors Egypt Index ETF,Diversified Emerging Markets,Van Eck,2010-02-16
EIDO,iShares MSCI Indonesia Invstble Mkt Idx,Pacific Stock,iShares,2010-05-05
EIPL,UBS E-TRACS Monthly 2x Internet IPO ETN,Growth,UBS AG,2011-07-20
EIPO,UBS E-TRACS Internet IPO ETN,Growth,UBS AG,2011-07-20
EIRL,iShares MSCI Ireland Cppd Invstb Mkt Idx,Europe Stock,iShares,2010-05-05
EIS,iShares MSCI Israel Cap Invest Mkt Index,Diversified Emerging Markets,iShares,2008-03-26
EKH,Europe 2001 HOLDRS,Europe Stock,Merrill Lynch,2001-01-17
ELD,WisdomTree Emerging Markets Local Debt,Worldwide Bond,WisdomTree Trust,2010-08-09
ELR,SPDR Dow Jones Large Cap,Growth,State Street Global Advisors,2005-11-08
EMB,iShares JPMorgan USD Emerg Markets Bond,Worldwide Bond,iShares,2007-12-17
EMER,IQ Emerging Markets Mid Cap ETF,Diversified Emerging Markets,IndexIQ,2011-07-13
EMFN,iShares MSCI Emerg Mrkts Financials Idx,Specialty - Financial,iShares,2010-01-20
EMGX,Global X Russell Emerging Mkt Growth ETF,Diversified Emerging Markets,Global X Funds,2011-01-24
EMIF,iShares S&P Emerging Mkts Infrastructure,Specialty - Utility,iShares,2009-06-16
EMLB,iPath Long Enhanced MSCI Emerg Mkts ETN,Foreign Stock,iPath,2010-11-29
EMLC,Market Vectors EM Local Curr Bond ETF,Worldwide Bond,Van Eck,2010-07-22
EMM,SPDR Dow Jones Mid Cap,Growth,State Street Global Advisors,2005-11-08
EMMT,iShares MSCI Emerg Mrkts Materials Idx,Specialty - Financial,iShares,2010-01-20
EMSA,iPath Short Enhanced MSCI Emerg Mkts ETN,Growth,iPath,2010-11-29
EMT,EGShares Emerging Markets Metals/Mining,Specialty - Natural Resources,Emerging Global Advisors,2009-05-21
EMVX,Global X Russell Emerging Mkt Value ETF,Diversified Emerging Markets,Global X Funds,2011-01-24
ENY,Guggenheim Canadian Energy Income,Specialty - Natural Resources,Guggenheim Funds,2007-07-03
EPHE,iShares MSCI Philippines Invstb Mkt Idx,Pacific Stock,iShares,2010-09-28
EPI,WisdomTree India Earnings,Foreign Stock,WisdomTree Trust,2008-02-22
EPOL,iShares MSCI Poland Investable Mkt Index,Europe Stock,iShares,2010-05-25
EPP,iShares MSCI Pacific ex-Japan,Pacific Stock,iShares,2001-10-25
EPS,WisdomTree Earnings 500,Growth and Income,WisdomTree Trust,2007-02-23
EPU,iShares MSCI All Peru Capped Index,Foreign Stock,iShares,2009-06-19
EPV,ProShares UltraShort MSCI Europe,Europe Stock,ProShares,2009-06-16
EQIN,Russell Equity Income ETF,Growth,Russell,2011-05-17
EQL,ALPS Equal Sector Weight ETF,Growth,ALPS,2009-07-06
ERO,iPath EUR/USD Exchange Rate ETN,Worldwide Bond,iPath,2007-05-08
ERUS,iShares MSCI Russia Capped Index,Growth,iShares,2010-11-09
ERX,Direxion Daily Energy Bull 3X Shares,Specialty - Natural Resources,Direxion Funds,2008-11-06
ERY,Direxion Daily Energy Bear 3X Shares,Specialty - Natural Resources,Direxion Funds,2008-11-06
ESR,iShares MSCI Emerg Mkts Eastern Eur Idx,Diversified Emerging Markets,iShares,2009-09-30
EU,WisdomTree Dreyfus Euro,Worldwide Bond,WisdomTree Trust,2008-05-14
EUFN,iShares MSCI Europe Financials Index,Specialty - Financial,iShares,2010-01-20
EUM,ProShares Short MSCI Emerging Markets,Diversified Emerging Markets,ProShares,2007-10-30
EUO,ProShares UltraShort Euro,Worldwide Bond,ProShares,2008-11-24
