2001-12-21|9,ISF|IEUR|EUN|EUE
2001-12-24|9,ISF|EUN|IEUR|EUE
2001-12-25|9,ISF|EUN|IEUR|EUE
2001-12-26|9,ISF|IEUR|EUN|EUE
2001-12-27|9,IEUR|ISF|EUN|EUE
2001-12-28|9,IEUR|ISF|EUN|EUE
2001-12-31|9,IEUR|ISF|EUN|EUE
2002-01-01|9,IEUR|ISF|EUN|EUE
2002-01-02|9,ISF|EUN|IEUR|EUE
2002-01-03|9,ISF|EUN|IEUR|EUE
2002-01-04|9,ISF|EUN|EUE|IEUR
2002-01-07|9,ISF|EUN|EUE|IEUR
2002-01-08|9,ISF|EUN|EUE|IEUR
2002-01-09|9,ISF|IEUR|EUN|EUE
2002-01-10|9,ISF|IEUR|EUN|EUE
2002-01-11|9,ISF|IEUR|EUN|EUE
2002-01-14|9,ISF|IEUR|EUN|EUE
2002-01-15|9,ISF|IEUR|EUN|EUE
2002-01-16|9,ISF|EUN|IEUR|EUE
2002-01-17|9,ISF|IEUR|EUN|EUE
2002-01-18|9,ISF|IEUR|EUN|EUE
2002-01-21|9,ISF|EUN|IEUR|EUE
2002-01-22|9,ISF|EUN|IEUR|EUE
2002-01-23|9,ISF|EUN|IEUR|EUE
2002-01-24|9,ISF|EUN|IEUR|EUE
2002-01-25|9,ISF|EUN|IEUR|EUE
2002-01-28|9,ISF|EUN|IEUR|EUE
2002-01-29|9,ISF|EUN|IEUR|EUE
2002-01-30|9,ISF|EUN|IEUR|EUE
2002-01-31|9,ISF|EUN|IEUR|EUE
2002-02-01|9,ISF|EUN|IEUR|EUE
2002-02-04|9,ISF|EUN|IEUR|EUE
2002-02-05|9,ISF|EUN|IEUR|EUE
2002-02-06|9,ISF|EUN|IEUR|EUE
2002-02-07|9,ISF|EUN|IEUR|EUE
2002-02-08|9,ISF|EUN|IEUR|EUE
2002-02-11|9,ISF|EUN|IEUR|EUE
2002-02-12|9,ISF|EUN|IEUR|EUE
2002-02-13|9,ISF|EUN|IEUR|EUE
2002-02-14|9,ISF|EUN|IEUR|EUE
2002-02-15|9,ISF|EUN|IEUR|EUE
2002-02-18|9,ISF|EUN|IEUR|EUE
2002-02-19|9,ISF|EUN|IEUR|EUE
2002-02-20|9,ISF|EUN|IEUR|EUE
2002-02-21|9,ISF|EUN|IEUR|EUE
2002-02-22|9,ISF|EUN|IEUR|EUE
2002-02-25|9,ISF|EUN|IEUR|EUE
2002-02-26|9,ISF|IEUR|EUN|EUE
2002-02-27|9,ISF|IEUR|EUN|EUE
2002-02-28|9,ISF|IEUR|EUN|EUE
2002-03-01|9,ISF|EUN|IEUR|EUE
2002-03-04|9,ISF|EUN|IEUR|EUE
2002-03-05|9,ISF|EUN|IEUR|EUE
2002-03-06|9,ISF|EUN|EUE|IEUR
2002-03-07|9,ISF|EUN|EUE|IEUR
2002-03-08|9,ISF|EUN|EUE|IEUR
2002-03-11|9,ISF|EUN|EUE|IEUR
2002-03-12|9,ISF|EUN|EUE|IEUR
2002-03-13|9,ISF|EUN|EUE|IEUR
2002-03-14|9,ISF|EUN|EUE|IEUR
2002-03-15|9,ISF|EUN|EUE|IEUR
2002-03-18|9,ISF|EUN|EUE|IEUR
2002-03-19|9,ISF|EUN|EUE|IEUR
2002-03-20|9,ISF|EUN|EUE|IEUR
2002-03-21|9,ISF|EUN|IEUR|EUE
2002-03-22|9,ISF|EUN|IEUR|EUE
