IEGE,iShares Barclays Capital Euro Treasury Bond 0-1(IEGE),Fixed Income,iShares,true,UK,,,2012-01-16
SEGA,iShares Barclays Capital Euro Treasury Bond(SEGA),Fixed Income,iShares,true,UK,,,2012-01-16
IGIL,iShares Barclays Capital Global Inflation-Linked Bond(IGIL),Fixed Income,iShares,true,UK,,,2012-01-16
SUAG,iShares Barclays Capital US Aggregate Bond(SUAG),Fixed Income,iShares,true,UK,,,2012-01-16
INXG,iShares Barclays Capital £ Index-Linked Gilts(INXG),Fixed Income,iShares,true,UK,,,2012-01-16
IGLO,iShares Citigroup Global Government Bond(IGLO),Fixed Income,iShares,true,UK,,,2012-01-16
IGLS,iShares FTSE Gilts UK 0-5(IGLS),Fixed Income,iShares,true,UK,,,2012-01-16
IGLT,iShares FTSE UK All Stocks Gilt(IGLT),Fixed Income,iShares,true,UK,,,2012-01-16
SEMB,iShares JPMorgan $ Emerging Markets Bond Fund(SEMB),Fixed Income,iShares,true,UK,,,2012-01-16
LQDE,iShares Markit iBoxx $ Corporate Bond(LQDE),Fixed Income,iShares,true,UK,,,2012-01-16
SHYU,iShares Markit iBoxx $ High Yield Capped Bond(SHYU),Fixed Income,iShares,true,UK,,,2012-01-16
IBCX,iShares Markit iBoxx Euro Corporate Bond(IBCX),Fixed Income,iShares,true,UK,,,2012-01-16
ICOV,iShares Markit iBoxx Euro Covered Bond(ICOV),Fixed Income,iShares,true,UK,,,2012-01-16
IHYG,iShares Markit iBoxx Euro High Yield Bond(IHYG),Fixed Income,iShares,true,UK,,,2012-01-16
IS15,iShares Markit iBoxx £ Corporate Bond 1-5(IS15),Fixed Income,iShares,true,UK,,,2012-01-16
ISXF,iShares Markit iBoxx £ Corporate Bond ex-Financials(ISXF),Fixed Income,iShares,true,UK,,,2012-01-16
SLXX,iShares Markit iBoxx £ Corporate Bond(SLXX),Fixed Income,iShares,true,UK,,,2012-01-16
